Imagen	Predicción (gramos)	Peso	Error
B_CUY_01_014_01.jpg	86.00940704345703	648.63656	-562.627152956543
B_CUY_01_014_02.jpg	85.98229217529297	648.63656	-562.6542678247071
B_CUY_01_014_03.jpg	92.78791046142578	648.63656	-555.8486495385743
B_CUY_01_014_04.jpg	95.26558685302734	648.63656	-553.3709731469727
B_CUY_01_014_05.jpg	69.5452880859375	648.63656	-579.0912719140625
B_CUY_01_014_06.jpg	85.13568878173828	648.63656	-563.5008712182618
B_CUY_01_014_07.jpg	88.73272705078125	648.63656	-559.9038329492188
B_CUY_01_014_08.jpg	91.31990051269531	648.63656	-557.3166594873047
B_CUY_01_014_09.jpg	65.16346740722656	648.63656	-583.4730925927735
B_CUY_01_014_10.jpg	96.61122131347656	648.63656	-552.0253386865235
B_CUY_01_014_11.jpg	91.22391510009766	648.63656	-557.4126448999024
B_CUY_01_014_12.jpg	96.69768524169922	648.63656	-551.9388747583008
B_CUY_01_014_13.jpg	73.96882629394531	648.63656	-574.6677337060547
B_CUY_01_014_14.jpg	81.87623596191406	648.63656	-566.760324038086
B_CUY_01_014_15.jpg	71.2190933227539	648.63656	-577.4174666772461
B_CUY_01_014_16.jpg	90.95582580566406	648.63656	-557.680734194336
B_CUY_01_017_01.jpg	67.822998046875	553.38224	-485.559241953125
B_CUY_01_017_02.jpg	86.11085510253906	553.38224	-467.27138489746096
B_CUY_01_017_03.jpg	83.56204223632812	553.38224	-469.8201977636719
B_CUY_01_017_04.jpg	79.35835266113281	553.38224	-474.0238873388672
B_CUY_01_017_05.jpg	76.36461639404297	553.38224	-477.01762360595706
B_CUY_01_017_06.jpg	83.99778747558594	553.38224	-469.3844525244141
B_CUY_01_017_07.jpg	90.73928833007812	553.38224	-462.6429516699219
B_CUY_01_017_08.jpg	73.6661376953125	553.38224	-479.7161023046875
B_CUY_01_017_09.jpg	90.83268737792969	553.38224	-462.54955262207034
B_CUY_01_017_10.jpg	66.5050277709961	553.38224	-486.87721222900393
B_CUY_01_017_11.jpg	90.03826904296875	553.38224	-463.3439709570313
B_CUY_01_024_01.jpg	87.05455780029297	771.1064	-684.051842199707
B_CUY_01_024_02.jpg	79.90988159179688	771.1064	-691.1965184082031
B_CUY_01_024_03.jpg	90.07887268066406	771.1064	-681.027527319336
B_CUY_01_024_04.jpg	90.00016021728516	771.1064	-681.1062397827149
B_CUY_01_024_05.jpg	95.87628936767578	771.1064	-675.2301106323242
B_CUY_01_024_06.jpg	81.95716094970703	771.1064	-689.149239050293
B_CUY_01_024_07.jpg	87.12645721435547	771.1064	-683.9799427856445
B_CUY_01_024_08.jpg	82.56855010986328	771.1064	-688.5378498901367
B_CUY_01_024_09.jpg	81.76659393310547	771.1064	-689.3398060668945
B_CUY_01_024_10.jpg	99.49592590332031	771.1064	-671.6104740966797
B_CUY_01_024_11.jpg	103.67443084716797	771.1064	-667.431969152832
B_CUY_01_026_01.jpg	75.80863189697266	734.81904	-659.0104081030273
B_CUY_01_026_02.jpg	76.41920471191406	734.81904	-658.3998352880859
B_CUY_01_026_03.jpg	72.2034912109375	734.81904	-662.6155487890625
B_CUY_01_026_04.jpg	77.56787872314453	734.81904	-657.2511612768554
B_CUY_01_026_05.jpg	66.1478271484375	734.81904	-668.6712128515625
B_CUY_01_026_06.jpg	67.52873992919922	734.81904	-667.2903000708008
B_CUY_01_026_07.jpg	90.45230865478516	734.81904	-644.3667313452148
B_CUY_01_026_08.jpg	91.77101135253906	734.81904	-643.0480286474609
B_CUY_01_026_09.jpg	102.41145324707031	734.81904	-632.4075867529297
B_CUY_01_026_10.jpg	90.43376159667969	734.81904	-644.3852784033203
B_CUY_01_026_11.jpg	79.07402038574219	734.81904	-655.7450196142578
B_CUY_01_026_12.jpg	99.03250122070312	734.81904	-635.7865387792968
B_CUY_01_026_13.jpg	86.7014389038086	734.81904	-648.1176010961914
B_CUY_01_026_14.jpg	92.14714813232422	734.81904	-642.6718918676758
B_CUY_01_043_01.jpg	75.31389617919922	1097.69264	-1022.3787438208008
B_CUY_01_043_02.jpg	71.90872955322266	1097.69264	-1025.7839104467773
B_CUY_01_043_03.jpg	70.18087768554688	1097.69264	-1027.511762314453
B_CUY_01_043_04.jpg	80.44741821289062	1097.69264	-1017.2452217871094
