Imagen	Predicción (gramos)	Peso	Error
CUY_01_024_08.jpg	557.90966796875	771.1064	-213.19673203125
CUY_01_024_01.jpg	576.7066040039062	771.1064	-194.39979599609376
CUY_00_217_01.jpg	914.81298828125	1014.0	-99.18701171875
CUY_01_024_04.jpg	634.6728515625	771.1064	-136.4335484375
CUY_01_024_05.jpg	644.458740234375	771.1064	-126.64765976562501
CUY_00_029_06.jpg	892.8737182617188	681.0	211.87371826171875
CUY_00_217_03.jpg	943.1324462890625	1014.0	-70.8675537109375
CUY_00_081_02.jpg	947.6563110351562	1109.0	-161.34368896484375
CUY_01_024_02.jpg	632.0333251953125	771.1064	-139.0730748046875
CUY_00_217_02.jpg	882.4835815429688	1014.0	-131.51641845703125
CUY_01_024_09.jpg	714.0433959960938	771.1064	-57.06300400390626
B_CUY_01_045_09.jpg	869.0720825195312	934.39952	-65.3274374804688
CUY_01_024_10.jpg	613.75732421875	771.1064	-157.34907578125
B_CUY_01_101_01.jpg	332.30523681640625	489.87936	-157.57412318359377
CUY_00_217_04.jpg	957.4376831054688	1014.0	-56.56231689453125
B_CUY_01_083_06.jpg	149.91050720214844	145.14944	4.761067202148439
B_CUY_01_066_03.jpg	614.3079223632812	381.01728	233.29064236328122
CUY_01_024_07.jpg	582.0933837890625	771.1064	-189.0130162109375
B_CUY_01_065_10.jpg	432.49371337890625	390.08912	42.40459337890627
CUY_00_076_14.jpg	1692.779541015625	1426.0	266.779541015625
CUY_00_076_12.jpg	1582.6724853515625	1426.0	156.6724853515625
B_CUY_01_026_01.jpg	689.1450805664062	734.81904	-45.67395943359372
B_CUY_01_066_15.jpg	485.0460205078125	381.01728	104.02874050781247
B_CUY_01_083_03.jpg	148.64349365234375	145.14944	3.4940536523437515
B_CUY_01_026_05.jpg	611.1702270507812	734.81904	-123.64881294921872
CUY_00_007_07.jpg	1130.824462890625	884.0	246.824462890625
B_CUY_01_066_02.jpg	544.755126953125	381.01728	163.73784695312497
B_CUY_01_043_05.jpg	887.14404296875	1097.69264	-210.54859703124998
CUY_01_024_03.jpg	713.3253173828125	771.1064	-57.78108261718751
B_CUY_01_026_04.jpg	662.5572509765625	734.81904	-72.26178902343747
B_CUY_01_026_06.jpg	662.718994140625	734.81904	-72.10004585937497
B_CUY_01_043_06.jpg	1047.946044921875	1097.69264	-49.74659507812498
CUY_00_081_03.jpg	927.1771240234375	1109.0	-181.8228759765625
B_CUY_01_045_08.jpg	999.0320434570312	934.39952	64.6325234570312
CUY_00_029_03.jpg	869.3606567382812	681.0	188.36065673828125
B_CUY_01_045_03.jpg	888.5803833007812	934.39952	-45.8191366992188
CUY_00_076_03.jpg	1673.404296875	1426.0	247.404296875
CUY_00_029_04.jpg	870.9525146484375	681.0	189.9525146484375
B_CUY_01_083_05.jpg	172.8634796142578	145.14944	27.714039614257814
B_CUY_01_043_07.jpg	895.0912475585938	1097.69264	-202.60139244140623
B_CUY_01_043_08.jpg	882.7013549804688	1097.69264	-214.99128501953123
B_CUY_01_076_02.jpg	531.5343017578125	281.22704	250.3072617578125
CUY_00_029_01.jpg	961.3065185546875	681.0	280.3065185546875
CUY_00_213_05.jpg	822.056640625	644.0	178.056640625
CUY_00_074_10.jpg	1200.9593505859375	1296.0	-95.0406494140625
CUY_00_029_05.jpg	912.28955078125	681.0	231.28955078125
CUY_00_076_02.jpg	1363.74755859375	1426.0	-62.25244140625
CUY_00_081_01.jpg	992.718505859375	1109.0	-116.281494140625
B_CUY_01_045_06.jpg	930.8740234375	934.39952	-3.5254965625000523
CUY_00_076_15.jpg	1764.153564453125	1426.0	338.153564453125
CUY_01_024_06.jpg	678.49755859375	771.1064	-92.60884140625001
B_CUY_01_045_07.jpg	995.4489135742188	934.39952	61.0493935742187
B_CUY_01_045_05.jpg	1008.1444091796875	934.39952	73.74488917968745
CUY_00_076_01.jpg	1327.3480224609375	1426.0	-98.6519775390625
B_CUY_01_026_07.jpg	684.2930297851562	734.81904	-50.52601021484372
B_CUY_01_065_07.jpg	421.85089111328125	390.08912	31.76177111328127
CUY_00_074_09.jpg	1138.5137939453125	1296.0	-157.4862060546875
CUY_00_076_10.jpg	1550.7359619140625	1426.0	124.7359619140625
